PIRSF000001	cytochrome c/cytochrome c2
PIRSF005019	[NiFe]-hydrogenase-3-type complex Eha, membrane protein EhaA
PIRSF005020	conserved hypothetical protein MJ0568
PIRSF005023	carbon-monoxide dehydrogenase, beta subunit
PIRSF005026	uncharacterized conserved protein
PIRSF005028	K(+)/H(+) antiporter subunit khtT
PIRSF005034	histone deacetylase/AcuC/AphA, prokaryotic type
PIRSF005035	GTP-binding protein, EngB type
PIRSF005037	uncharacterized conserved protein
PIRSF005039	cobalamin synthase
PIRSF005044	uncharacterized conserved protein
PIRSF005046	signal transduction histidine kinase, CstS/YvfT type
PIRSF005047	uncharacterized protein with DNA polymerase family X (POLIIIAc) and PHP domains
PIRSF005050	competence lipoprotein ComL
PIRSF005052	P-loop kinase, YhbJ type
PIRSF005053	RNA polymerase, subunit F
PIRSF005054	CRISPR-associated protein Cas6
PIRSF005057	uncharacterized conserved protein
PIRSF005061	hypothetical protein, Methanococcus jannaschii MJ0807 type
PIRSF005063	uncharacterized protein with CBS domain pair, MJ1232 type
PIRSF005064	hypothetical protein, Methanococcus jannaschii MJ1256 type
PIRSF005067	translation machinery-associated RNA binding protein
PIRSF005072	phenylacetic acid degradation protein PaaI
PIRSF005079	hypothetical protein, Methanobacterium thermoautotrophicum MTH464 type
PIRSF005083	uncharacterized conserved protein
PIRSF005084	uncharacterized conserved protein
PIRSF005085	diacylglycerol kinase, Firmicutes type
PIRSF005087	ribonucleotide reductase NrdI
PIRSF005090	spore coat protein homolog YraG
PIRSF005091	membrane sulfatase, HI1246 type
PIRSF005096	aldose 1-epimerase
PIRSF005098	human scaffold attachment factor B
PIRSF005101	early switch protein XOL-1
PIRSF005104	Ran-binding protein 2
PIRSF005108	dynamin-related, VPS1
PIRSF005109	dynamin, metazoan type
PIRSF005110	probable ABC transporter YhiH
PIRSF005112	membrane protein, YiaA type
PIRSF005113	uncharacterized conserved protein
PIRSF005124	transcription factor, Rv0623 type
PIRSF005139	non-intrinsic ABC protein
PIRSF005143	ATP-binding cassette protein ABCE1
PIRSF005149	inositolphosphorylceramide-B hydroxylase
PIRSF005153	helicase, Ski2 type
PIRSF005157	actin-regulating kinase PRK1
PIRSF005162	membrane associated MDR-type ABC transporter CAC2755
PIRSF005165	conserved protein associated with flavoprotein oxygenase
PIRSF005169	Synechocystis ABC transporter sll0778
PIRSF005191	E3 ubiquitin ligase COP1
PIRSF005195	competence protein ComFA
PIRSF005196	ATP-dependent DNA helicase Q1
PIRSF005198	antiviral helicase, SKI2 type
PIRSF005211	alpha/beta hydrolase, YheT type
PIRSF005213	uncharacterized conserved protein
PIRSF005214	stand-alone EAL domain protein
PIRSF005215	tellurite resistance methyltransferase, TehB type
PIRSF005216	pyruvoyl-dependent arginine decarboxylase, fused alpha and beta subunits
PIRSF005217	uncharacterized conserved protein MJ1095
PIRSF005219	embryonic abundant protein D-113
PIRSF005222	S-adenosyl-L-methionine dependent tRNA methyltransferase, Trm112 type
PIRSF005225	longevity assurance protein LAG1/LAC1
PIRSF005226	Phosphatidylinositol transfer protein PDR16/17
PIRSF005227	aspartate dehydrogenase involved in NAD biosynthesis
PIRSF005228	cellular nucleic acid-binding protein
PIRSF005229	alternative oxidase
PIRSF005233	1-acyl-sn-glycerol-3-phosphate acyltransferase-like protein
PIRSF005238	cold stress protein COR19
PIRSF005239	cold stress related protein
PIRSF005240	cytochrome c biogenesis factor N 
PIRSF005243	rubredoxin-oxygen oxidoreductase
PIRSF005246	chromosome partition protein MukB
PIRSF005247	vigilin
PIRSF005250	uncharacterized conserved protein
PIRSF005258	conserved hypothetical protein MTH747
PIRSF005259	tripartite hybrid signal transduction histidine kinase, BarA type
PIRSF005261	chaperonin, HSP33 type
PIRSF005263	transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains
PIRSF005264	uncharacterized conserved protein
PIRSF005272	2'-5' RNA ligase, prokaryotic LigT type
PIRSF005276	ClpX-specific adaptor protein SspB
PIRSF005278	uncharacterized conserved protein
PIRSF005285	tRNA-splicing endonuclease, archaeal type
PIRSF005286	vacuolar segregation protein Pep7
PIRSF005287	membrane protein
PIRSF005290	CCR4-NOT complex, subunits 3 and 5
PIRSF005292	[NiFe]-hydrogenase-3-type complex Eha, hydrophilic subunit EhaM
PIRSF005294	probable inner membrane transport protein BacA
PIRSF005295	metal-dependent hydrolase related to TatD DNase
PIRSF005296	choline transport protein BetT
PIRSF005297	leucine zipper-containing protein
PIRSF005303	thiamine monophosphate kinase
PIRSF005318	fatty acid hydroperoxide lyase
PIRSF005327	probable inorganic phosphate transport protein PHO84
PIRSF005330	conserved hypothetical protein YCL069w
PIRSF005331	conserved probable membrane protein YCL073c
PIRSF005335	tRNA nucleotidyltransferase (CCA-adding enzyme), archaeal type
PIRSF005339	synaptic vesicle amine transporter
PIRSF005341	probable transport protein YqcE
PIRSF005348	malate transporter, YxkH type
PIRSF005349	xanthine/uracil permease
PIRSF005350	stress response protein CsbB
PIRSF005353	guanine/hypoxanthine permease
PIRSF005355	ubia prenyltransferase domain containing protein 1
PIRSF005357	uncharacterized conserved protein
PIRSF005358	small ubiquitin-related modifier 1
PIRSF005361	probable membrane protein YBR216c
PIRSF005363	probable membrane protein YGL082w
PIRSF005364	nucleotide-binding protein, Mrp/NBP35 type
PIRSF005373	hypothetical protein YDR125c
PIRSF005376	conserved hypothetical protein YMR322c
PIRSF005378	RNA 3'-terminal phosphate cyclase
PIRSF005381	endothelial monocyte-activating polypeptide II precursor (pro-EMAP II)
PIRSF005382	hypothetical protein, Synechocystis ssr1256 type
PIRSF005383	D-alanyl-D-alanine carboxypeptidase
PIRSF005384	sugar-phosphate isomerase, RpiB/LacA/LacB types
PIRSF005389	serine hydrolase, FSH1/OVCA2 type
PIRSF005392	upstream activating factor subunit UAF30, Saccharomyces cerevisiae type
PIRSF005394	ferric reductase FRE2
PIRSF005399	conserved hypothetical protein HI0670
PIRSF005401	uncharacterized conserved protein
PIRSF005402	membrane receptor, ADIPOR type
PIRSF005405	TATA-binding protein-associated phosphoprotein
PIRSF005409	synaptobrevin
PIRSF005410	conserved hypothetical protein HI0929
PIRSF005412	alpha/beta hydrolase, YDL109c type
PIRSF005413	cytochrome c oxidase assembly protein, COX11 type
PIRSF005416	transcriptional regulator
PIRSF005417	streptothricin acetyltransferase
PIRSF005419	type III secretion apparatus inner membrane protein, FlhA type
PIRSF005420	thiazole biosynthetic enzyme
PIRSF005422	thioredoxin-like protein TxlA
PIRSF005423	RecT protein
PIRSF005424	tRNA pseudouridine synthase D, archaeal/bacterial type
PIRSF005426	nitro/flavin reductase
PIRSF005427	sigma-E factor regulatory protein RseB
PIRSF005428	Salmonella typhimurium conserved hypothetical protein
PIRSF005429	nuclear transport factor NTF2
PIRSF005430	GTP-binding protein, GTP1/OBG
PIRSF005435	LPAR1/S1PR1-like lysophospholipid receptor [Parent=PIRSF800006]
PIRSF005436	osteoinductive factor precursor
PIRSF005438	class II small leucine-rich proteoglycan
PIRSF005441	ependymin
PIRSF005442	cytochrome caa3 oxidase CtaA
PIRSF005443	fluke 22K antigen
PIRSF005444	phosphatidylethanolamine N-methyltransferase/Methylene-fatty-acyl-phospholipid synthase
PIRSF005445	P2Y purinoceptors 1/2/3/4/6 [Parent=PIRSF800006]
PIRSF005448	sulfate transport protein
PIRSF005449	translocation associated membrane protein
PIRSF005451	cobalamin biosynthesis J protein homolog
PIRSF005454	emopamil-binding protein
PIRSF005455	microtubule-associated proteins 1 light chain 3A/3B
PIRSF005456	sterol regulatory element-binding protein
PIRSF005457	hydroxyacylglutathione hydrolase
PIRSF005459	O-antigen translocase
PIRSF005461	23S ribosomal RNA methyltransferase
PIRSF005462	deoxyxylulose-5-phosphate synthase
PIRSF005464	ranatensin
PIRSF005465	G protein-activated inward rectifier potassium channel
PIRSF005467	peptide transport protein PEPT1
PIRSF005469	proteasome activator PA28 alpha chain
PIRSF005470	photoreaction center protein H
PIRSF005474	5-hydroxytryptamine receptor 1 [Parent=PIRSF800006]
PIRSF005475	glutamate/aspartate transport protein
PIRSF005476	thioredoxin peroxidase
PIRSF005477	Babesia surface membrane protein p26
PIRSF005478	replication protein
PIRSF005480	GrpE protein, DnaK cofactor
PIRSF005481	2-isopropylmalate synthase LeuA
PIRSF005482	mannitol-1-phosphate 5-dehydrogenase
PIRSF005483	phospholipase C
PIRSF005484	hypothetical protein ORF42
PIRSF005485	heat-inducible transcription repressor HrcA
PIRSF005486	syntaxin
PIRSF005487	polyketide synthase bifunctional cyclase / dehydratase
PIRSF005488	cytochrome-c oxidase chain IVb
PIRSF005490	saimiriine herpesvirus 1 hypothetical protein ORF18
PIRSF005491	tumor associated protein MAGE
PIRSF005495	elongin C
PIRSF005496	ATP-dependent RNA helicase, HrpB type
PIRSF005499	polyribonucleotide nucleotidyltransferase
PIRSF005503	G protein-coupled receptor, peptide hormone receptor type [Parent=PIRSF800007]
PIRSF005504	lanosterol synthase
PIRSF005505	adenylyl cyclase-associated protein MCH1
PIRSF005506	NAD(P)+-arginine ADP-ribosyltransferase
PIRSF005507	chloramphenicol acetyltransferase
PIRSF005508	arsenite resistance protein, ArsB type
PIRSF005509	sulfolipid biosynthesis protein SqdB
PIRSF005512	uncharacterized conserved protein
PIRSF005514	F-type ATP synthase, subunit d, mitochondrial
PIRSF005516	Nitrogen fixation protein NifU1/NifU2
PIRSF005518	N5-methyltetrahydromethanopterin--coenzyme M methyltransferase, subunit B
PIRSF005519	cytohesin
PIRSF005520	inactive ribonuclease III homolog
PIRSF005521	F-type ATP synthase, subunit b, Firmicutes/alphaproteobacteria type
PIRSF005522	uncharacterized conserved protein
PIRSF005524	melanocortin receptor [Parent=PIRSF800006]
PIRSF005525	preprotein translocase Sec, SecE/Sec61-gamma subunit
PIRSF005526	semaphorin
PIRSF005527	microvitellogenin
PIRSF005528	transient receptor potential cation channel, subfamily C
PIRSF005529	NADH peroxidase
PIRSF005530	pyridine nucleotide-disulfide oxidoreductase
PIRSF005531	peptidase V
PIRSF005536	alpha-galactosidase
PIRSF005537	sucrose-6-phosphate hydrolase
PIRSF005538	DNA primase, small subunit
PIRSF005539	proline-specific peptidase, F1 type
PIRSF005542	AAA family ATPase, bacterial type
PIRSF005543	carbonic anhydrase
PIRSF005545	spheroidene monooxygenase
PIRSF005546	intermediate filament protein, ifb-2 type
PIRSF005547	prephenate dehydrogenase, feedback inhibition-sensitive
PIRSF005548	DNA-directed DNA polymerase III alpha chain PolC
PIRSF005549	DNA-directed RNA polymerase subunit E
PIRSF005550	DNA-directed RNA polymerase II, RPB7 subunit
PIRSF005552	guanine nucleotide-binding protein 1
PIRSF005557	sialyltransferase
PIRSF005558	natural killer cell receptor CD94/NKG2
PIRSF005559	zinc finger protein ZFP-36
PIRSF005562	fatty acid synthase, beta subunit, fungal type
PIRSF005563	human herpesvirus 4 hypothetical protein
PIRSF005567	coatomer, beta' subunit
PIRSF005571	pyrroloquinoline quinone synthesis F protein
PIRSF005572	cysteine desulfurase, NifS type
PIRSF005574	DNA mismatch repair protein
PIRSF005577	V-type ATPase, subunit G
PIRSF005578	bifunctional hemolysin/ribosomal RNA methyl transferase TlyA
PIRSF005579	mannitol 2-dehydrogenase 
PIRSF005582	dolichyl-phosphate-mannose-protein mannosyltransferase
PIRSF005586	DNA-directed RNA polymerase subunit, RpoM type
PIRSF005587	ATP-dependent DNA ligase
PIRSF005588	dolichyl-diphosphooligosaccharide--protein glycosyltransferase, DAD1/Ost2 subunit
PIRSF005589	gibberellin-regulated protein GASA2
PIRSF005590	ribosomal protein L10a/L10e types
PIRSF005591	auxin-induced protein
PIRSF005592	DNA-directed RNA polymerase subunits
PIRSF005593	TGF-beta receptor interacting protein
PIRSF005594	cobalamin biosynthesis protein D
PIRSF005595	H+-transporting ATPase chain E
PIRSF005602	serine/threonine-protein phosphataser PP2A regulatory subunit A
PIRSF005603	phosphoribosylaminoimidazole carboxylase related protein
PIRSF005604	xyloglucan endotransglucosylase/hydrolase
PIRSF005608	metabotropic glutamate receptor-like protein
PIRSF005610	uncharacterized conserved protein
PIRSF005612	trimethylamine-N-oxide reductase
PIRSF005617	adenylate kinase
PIRSF005618	[NiFe]-hydrogenase maturation chaperone
PIRSF005620	hypothetical protein MJ0361
PIRSF005622	[NiFe]-hydrogenase maturation factor, HypD type
PIRSF005623	uncharacterized conserved protein MJ1082
PIRSF005624	Ni(2+)-binding GTPase, [NiFe]-hydrogenase/urease maturation factor
PIRSF005625	uncharacterized protein with metallophosphoesterase domain, MJ1162 type
PIRSF005626	exopolyphosphatase
PIRSF005627	coenzyme F420-dependent N(5),N(10)-methenyltetrahydromethanopterin dehydrogenase
PIRSF005628	precorrin-4 C11-methyltransferase
PIRSF005631	formylmethanofuran dehydrogenase, subunit C
PIRSF005632	cobalamin-independent methionine synthase, catalytic subunit
PIRSF005633	formylglycinamide ribonucleotide amidotransferase, PurS component
PIRSF005635	conserved hypothetical protein MJ0170
PIRSF005636	methyl coenzyme M reductase, component D
PIRSF005637	uncharacterized conserved protein
PIRSF005638	cis-prenyltransferase
PIRSF005639	glutamine amidotransferase, SNO type
PIRSF005641	conserved hypothetical protein sll0993
PIRSF005642	uncharacterized conserved protein
PIRSF005643	uncharacterized conserved protein
PIRSF005644	[NiFe]-hydrogenase maturation factor, AIR synthase-related, HypE type
PIRSF005646	formylmethanofuran dehydrogenase, subunit B
PIRSF005647	nickel insertion ATPase/GTPase (CO dehydrogenase maturation factor), CooC type
PIRSF005648	calcium-binding protein
PIRSF005650	uridylate kinase
PIRSF005651	protein HflC
PIRSF005652	formate dehydrogenase chain B
PIRSF005653	DNA-directed RNA polymerase II, RPB10/RpoN subunit type
PIRSF005654	coenzyme F420 hydrogenase beta chain
PIRSF005657	voltage-gated calcium channel
PIRSF005658	formylmethanofuran dehydrogenase, subunit F
PIRSF005665	hypothetical protein YPL009c
PIRSF005666	integrin alpha, VLA protein type
PIRSF005667	amine oxidase (copper-containing)
PIRSF005668	2-isopropylmalate synthase
PIRSF005669	histone acetyltransferase with radical SAM domain, Elp3 type
PIRSF005672	catechol oxidase A2
PIRSF005673	importin subunit alpha
PIRSF005674	phytoene dehydrogenase
PIRSF005676	esterase, acetylcholinesterase type
PIRSF005677	pyrophosphate-dependent phosphofructokinase, PfpB type
PIRSF005678	glucuronosyltransferase
PIRSF005680	interferon-induced 56K protein
PIRSF005682	fascin
PIRSF005688	cobyrinic acid a,c-diamide synthase
PIRSF005690	spore germination protein
PIRSF005692	adenosine receptor [Parent=PIRSF800006]
PIRSF005693	arrestin
PIRSF005695	dynein light chain
PIRSF005696	nucleoside triphosphatase chromatin-associated
PIRSF005698	interleukin-1 receptor type I
PIRSF005699	glutamate-ammonia ligase type III
PIRSF005700	aminopeptidase C (bleomycin hydrolase)
PIRSF005702	presenilin
PIRSF005705	human calicivirus capsid protein
PIRSF005706	uroporphyrin-III C-methyltransferase
PIRSF005707	bifunctional uroporphyrin-III C-methyltransferase/uroporphyrinogen-III synthase
PIRSF005708	probable transposase
PIRSF005710	interferon regulatory factor 3-9
PIRSF005713	P2X purinoceptor
PIRSF005715	vesicle trafficking protein, VPS45/Sec1 type
PIRSF005716	hypothetical protein MJ0690
PIRSF005717	divalent metal ion transporter, NRAMP type
PIRSF005719	structural maintenance of chromosomes protein
PIRSF005720	adenylate cyclase, thermophilic CyaB type
PIRSF005723	terminase ATPase chain gpP
PIRSF005724	apoptosis inhibitor IAP homolog
PIRSF005726	fucosyltransferase
PIRSF005727	coatomer, beta subunit
PIRSF005728	CycH protein
PIRSF005735	polygalacturanase inhibitor
PIRSF005736	ADP-ribosyl cyclase CD38
PIRSF005739	O-methyltransferase, eukaryotic COMT type
PIRSF005741	B-lymphocyte restricted antigen B7
PIRSF005742	Tfp pilus assembly protein, PilU/PilT types
PIRSF005743	IS1081 transposase
PIRSF005744	Vomeronasal type-1 receptor
PIRSF005747	hypothetical protein MJ0887
PIRSF005749	ADP-heptose-LPS heptosyltransferase II
PIRSF005750	magnesium transporter protein MgtE
PIRSF005751	citrate lyase ligase
PIRSF005752	O-acetyltransferase
PIRSF005754	catechol 1,2-dioxygenase
PIRSF005756	[NiFe]-hydrogenase maturation protease
PIRSF005757	Na(+)/K(+)-exchanging ATPase beta-3 chain
PIRSF005758	shikimate kinase, archaeal type
PIRSF005761	flagellar motor rotation protein
PIRSF005763	molybdate-dependent transcriptional regulator, ModE type
PIRSF005765	fibroin light chain
PIRSF005769	transcription initiation factor IID, TAF11 subunit
PIRSF005770	regulator of G protein signaling, RGS4 type
PIRSF005772	Ephrin-A
PIRSF005774	transcription initiation factor IID, TAF9 subunit
PIRSF005776	carbon monoxide dehydrogenase medium chain
PIRSF005780	probable RNA maturase
PIRSF005781	conserved hypothetical protein HI0345
PIRSF005782	hypothetical protein HI0346
